-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 03/31/2021 
Location: Latitude  41.2794   Longitude 1.9794 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS2M,PS,WS10M,PRECTOTCORR,T2M
2003,10,30,4.41,96.89,6.11,0.14,11.3
2003,10,31,5.33,95.37,7.54,3.98,12.41
2003,11,1,2.27,96.25,3.3,0.39,11.09
2003,11,2,2.3,97.79,3.41,0.02,11.0
2003,11,3,1.59,98.56,2.43,0.0,12.02
2003,11,4,1.21,99.13,1.78,0.0,13.98
2003,11,5,1.95,99.08,2.84,0.0,12.08
2003,11,6,0.96,98.92,1.37,0.01,11.79
2003,11,7,1.99,98.0,2.83,0.01,11.58
2003,11,8,1.58,97.97,2.27,0.13,13.61
2003,11,9,1.88,98.42,2.87,2.57,14.32
2003,11,10,1.5,98.28,2.3,13.81,14.02
2003,11,11,1.32,98.48,2.1,1.36,13.46
2003,11,12,1.38,98.61,2.07,0.33,13.39
2003,11,13,1.7,98.98,2.48,0.09,12.76
2003,11,14,1.39,98.78,2.0,0.01,11.16
2003,11,15,2.05,97.97,2.86,2.34,11.8
2003,11,16,2.48,97.33,3.66,8.06,13.12
2003,11,17,1.47,98.48,2.3,2.0,11.83
2003,11,18,1.38,98.89,1.88,0.0,11.9
2003,11,19,2.02,98.76,2.88,0.02,11.87
2003,11,20,2.78,98.29,4.13,0.03,12.25
2003,11,21,1.77,97.8,2.69,0.33,12.8
2003,11,22,2.91,97.47,4.15,2.12,13.3
2003,11,23,3.4,96.89,4.79,3.0,13.42
2003,11,24,2.65,97.19,3.77,0.77,11.17
2003,11,25,1.82,97.57,2.74,0.09,10.95
2003,11,26,3.5,97.2,4.87,0.24,9.13
2003,11,27,6.2,96.87,8.53,1.19,8.87
2003,11,28,3.46,97.72,4.87,0.25,7.94
2003,11,29,1.64,97.89,2.49,0.1,9.76
2003,11,30,2.21,97.51,3.27,0.07,11.03
2003,12,1,1.8,96.78,2.53,4.26,10.16
2003,12,2,0.94,97.49,1.31,0.69,8.46
2003,12,3,2.41,97.3,3.39,16.51,6.52
2003,12,4,3.16,97.79,4.33,9.08,7.62
2003,12,5,3.38,98.5,4.85,3.58,10.89
2003,12,6,1.54,98.26,2.3,0.04,11.1
2003,12,7,1.98,98.02,2.84,1.8,9.95
2003,12,8,2.89,98.61,3.88,2.85,8.59
2003,12,9,1.62,97.93,2.38,0.01,6.69
2003,12,10,2.91,98.03,4.06,0.26,6.71
2003,12,11,0.86,98.56,1.15,0.03,8.15
2003,12,12,1.62,98.74,2.53,0.12,10.76
2003,12,13,1.52,98.87,2.38,0.0,11.65
2003,12,14,2.22,98.46,3.56,0.42,11.95
2003,12,15,1.58,98.53,2.3,0.0,8.97
2003,12,16,1.63,98.81,2.34,0.0,7.69
2003,12,17,1.13,98.69,1.7,0.03,7.91
2003,12,18,1.27,98.32,1.96,1.37,9.03
2003,12,19,1.62,98.54,2.42,0.16,8.76
2003,12,20,1.7,98.94,2.51,0.06,8.58
2003,12,21,2.74,98.36,4.05,0.19,9.58
2003,12,22,4.67,98.59,6.67,1.11,4.42
2003,12,23,3.02,99.08,4.52,0.05,2.8
2003,12,24,1.59,99.01,2.56,0.34,6.58
2003,12,25,1.83,99.07,2.72,0.0,6.73
2003,12,26,2.34,98.51,3.59,0.0,6.49
2003,12,27,2.35,97.79,3.46,0.0,6.24
2003,12,28,2.72,97.01,3.86,2.41,6.01
2003,12,29,4.2,97.51,5.88,0.38,3.72
2003,12,30,3.27,97.5,4.82,0.96,5.76
2003,12,31,3.99,97.86,5.92,0.21,4.36
2004,1,1,2.47,97.76,3.66,0.27,2.61
2004,1,2,3.71,97.44,5.49,0.37,5.01
2004,1,3,1.88,97.88,2.85,0.01,4.55
2004,1,4,1.84,98.16,2.81,0.0,5.71
2004,1,5,1.72,98.54,2.66,0.0,5.42
2004,1,6,1.35,98.54,1.98,0.0,7.15
2004,1,7,1.73,98.38,2.57,0.04,6.82
2004,1,8,3.24,98.03,4.5,0.26,7.16
2004,1,9,3.53,98.15,5.16,0.16,10.47
2004,1,10,2.91,98.52,4.31,0.11,10.85
2004,1,11,1.73,98.68,2.64,0.06,11.31
2004,1,12,3.47,98.4,5.18,0.03,10.15
2004,1,13,5.15,97.83,7.23,0.0,11.19
2004,1,14,4.91,97.61,6.85,0.29,10.15
2004,1,15,2.07,98.2,3.08,0.04,6.65
2004,1,16,2.28,97.88,3.42,0.02,7.16
2004,1,17,4.78,97.49,6.69,0.31,8.19
2004,1,18,3.53,97.45,5.13,0.72,5.28
2004,1,19,1.63,98.2,2.6,0.01,4.79
2004,1,20,2.09,97.93,3.16,0.19,7.15
2004,1,21,1.79,97.94,2.8,0.14,9.08
2004,1,22,1.8,98.29,2.63,0.1,8.43
2004,1,23,1.67,97.97,2.37,1.61,8.59
2004,1,24,1.68,98.12,2.41,2.18,9.87
2004,1,25,2.2,97.92,3.21,0.26,6.86
2004,1,26,2.89,96.98,4.27,0.91,9.68
2004,1,27,2.35,96.84,3.36,1.5,9.17
2004,1,28,3.09,97.49,4.36,0.28,5.34
2004,1,29,3.3,97.83,4.7,0.19,4.78
2004,1,30,2.7,98.54,3.7,0.74,6.51
2004,1,31,2.96,98.67,4.23,0.72,9.49
2004,2,1,1.3,99.17,2.06,0.0,9.89
2004,2,2,1.57,99.38,2.39,0.02,10.39
2004,2,3,1.66,99.58,2.44,0.1,10.32
2004,2,4,1.82,99.79,2.66,0.01,9.26
2004,2,5,2.23,99.73,3.34,0.04,10.4
2004,2,6,2.62,99.34,3.9,0.0,10.65
2004,2,7,1.69,99.1,2.49,0.19,10.65
2004,2,8,1.77,99.21,2.44,0.0,10.38
2004,2,9,1.62,99.19,2.26,0.03,10.0
2004,2,10,0.96,99.32,1.33,0.0,9.35
2004,2,11,1.94,98.78,3.03,0.01,9.41
2004,2,12,2.02,98.8,2.98,0.0,9.17
2004,2,13,1.38,99.1,1.99,0.0,9.07
2004,2,14,1.74,98.71,2.44,0.0,8.23
2004,2,15,1.34,98.4,1.96,0.02,10.0
2004,2,16,3.17,98.6,4.35,4.62,6.87
2004,2,17,1.3,98.84,1.79,6.99,7.37
2004,2,18,1.71,98.29,2.36,0.21,6.5
2004,2,19,2.02,97.29,2.79,0.54,5.7
2004,2,20,5.5,97.06,7.63,36.2,6.88
2004,2,21,1.92,96.3,2.79,3.27,11.26
2004,2,22,4.27,97.0,6.02,0.04,8.76
2004,2,23,2.88,97.37,4.2,0.53,7.73
2004,2,24,1.66,97.79,2.27,3.01,6.33
2004,2,25,2.23,97.23,2.94,12.1,6.19
2004,2,26,1.76,96.59,2.39,18.19,4.85
2004,2,27,4.12,96.37,5.76,3.71,1.88
2004,2,28,5.44,96.9,7.46,0.21,3.07
2004,2,29,1.54,97.71,2.19,2.09,1.98
2004,3,1,2.06,98.39,2.88,1.29,2.63
2004,3,2,1.73,99.08,2.47,0.0,3.63
2004,3,3,1.87,99.27,2.73,0.0,6.48
2004,3,4,2.2,98.87,3.33,0.03,9.92
2004,3,5,2.12,98.37,3.34,0.33,10.31
2004,3,6,2.01,98.13,2.98,1.62,10.81
2004,3,7,2.05,98.7,3.01,0.25,9.05
2004,3,8,1.2,98.72,1.59,0.0,8.75
2004,3,9,1.59,98.68,2.16,0.0,8.54
2004,3,10,1.41,98.16,1.9,0.36,8.54
2004,3,11,2.67,98.15,3.71,0.14,8.86
2004,3,12,2.96,97.8,4.08,0.13,11.82
2004,3,13,1.54,98.05,2.26,2.04,11.48
2004,3,14,1.08,99.13,1.66,0.04,11.38
2004,3,15,3.49,99.46,4.99,0.01,11.76
2004,3,16,3.24,99.49,4.73,0.0,11.3
2004,3,17,1.55,99.41,2.23,0.0,11.67
2004,3,18,1.37,99.2,1.8,0.01,10.75
2004,3,19,1.68,99.28,2.39,0.0,12.08
2004,3,20,2.09,99.18,3.02,0.0,13.56
2004,3,21,1.8,98.57,2.54,0.16,13.44
2004,3,22,2.98,98.23,4.13,0.92,9.84
2004,3,23,4.48,97.82,6.23,0.68,8.14
2004,3,24,2.01,97.77,2.84,0.08,8.05
2004,3,25,2.01,97.77,2.66,1.88,8.55
2004,3,26,1.66,97.48,2.3,0.98,7.38
2004,3,27,2.18,97.53,2.95,10.13,4.91
2004,3,28,5.26,97.66,7.2,2.79,8.1
2004,3,29,8.38,97.18,11.64,33.12,10.83
2004,3,30,3.1,97.15,4.36,13.36,10.82
2004,3,31,2.3,97.49,3.21,4.78,11.46
2004,4,1,2.48,97.5,3.46,0.02,10.69
2004,4,2,2.6,97.73,3.8,1.09,11.52
2004,4,3,2.16,98.9,3.07,0.08,11.74
2004,4,4,1.81,99.04,2.69,0.0,13.44
2004,4,5,1.78,98.65,2.62,0.0,14.74
2004,4,6,1.66,97.98,2.38,0.01,13.31
2004,4,7,2.8,97.81,3.75,0.63,11.08
2004,4,8,1.92,97.76,2.52,14.95,8.39
2004,4,9,1.71,97.4,2.27,1.63,8.93
2004,4,10,1.48,97.61,1.97,0.76,8.4
2004,4,11,1.82,97.88,2.59,0.05,10.27
2004,4,12,1.56,98.11,2.28,1.31,9.34
2004,4,13,1.81,98.2,2.66,0.01,11.48
2004,4,14,2.3,98.24,3.33,1.87,10.04
2004,4,15,4.07,98.02,5.62,1.03,10.62
2004,4,16,5.94,96.73,8.32,26.79,11.73
2004,4,17,2.18,97.37,3.05,0.9,11.48
2004,4,18,3.52,96.67,4.84,0.83,11.75
2004,4,19,5.1,96.97,7.08,0.03,10.52
2004,4,20,3.05,97.58,4.3,0.23,13.47
2004,4,21,2.14,97.91,3.1,0.0,15.11
2004,4,22,2.41,97.77,3.27,13.86,13.26
2004,4,23,1.79,98.0,2.7,1.13,14.84
2004,4,24,1.95,98.09,2.92,0.03,15.02
2004,4,25,1.95,98.15,2.86,0.0,14.99
2004,4,26,2.41,98.03,3.34,0.0,14.87
2004,4,27,2.38,97.75,3.26,0.16,14.15
2004,4,28,3.45,97.17,4.77,8.71,12.3
2004,4,29,2.98,96.36,4.12,6.99,13.11
2004,4,30,2.74,96.68,3.83,0.76,11.08
2004,5,1,1.62,97.31,2.17,1.15,11.51
2004,5,2,1.88,97.14,2.56,2.3,11.73
2004,5,3,5.89,96.18,8.18,22.32,12.96
2004,5,4,3.56,96.14,4.98,3.88,15.14
2004,5,5,5.39,95.99,7.38,5.2,11.72
2004,5,6,5.59,96.67,7.7,0.57,10.76
2004,5,7,3.29,97.2,4.52,0.38,11.73
2004,5,8,2.1,97.73,2.93,0.1,11.91
2004,5,9,2.44,97.6,3.39,0.0,13.19
2004,5,10,2.05,97.55,2.9,2.88,13.11
2004,5,11,4.49,97.76,6.19,14.48,11.73
2004,5,12,2.69,97.54,3.8,2.21,14.16
2004,5,13,2.05,97.73,2.98,0.15,15.95
2004,5,14,2.34,98.33,3.26,0.11,15.05
2004,5,15,1.82,98.69,2.66,0.0,15.66
2004,5,16,2.08,98.44,3.13,0.0,17.19
2004,5,17,2.08,98.47,3.02,0.0,18.07
2004,5,18,1.7,98.85,2.47,0.0,17.98
2004,5,19,1.88,98.8,2.78,0.0,19.57
2004,5,20,2.09,98.4,2.97,0.0,18.93
2004,5,21,1.78,97.94,2.41,0.38,17.89
2004,5,22,1.45,97.85,1.94,0.53,17.18
2004,5,23,1.89,98.1,2.6,0.09,15.94
2004,5,24,2.77,98.21,3.79,0.0,17.18
2004,5,25,1.98,98.29,2.76,0.0,16.19
2004,5,26,1.06,98.23,1.44,0.01,16.07
2004,5,27,1.77,98.39,2.52,0.03,17.64
2004,5,28,1.95,98.52,2.68,0.0,19.26
2004,5,29,1.73,98.64,2.39,0.01,19.13
2004,5,30,1.3,98.61,1.85,0.66,19.82
2004,5,31,2.48,98.57,3.35,0.15,19.12
2004,6,1,1.91,98.45,2.66,0.16,20.97
2004,6,2,2.28,98.55,3.09,0.01,19.89
2004,6,3,1.87,98.52,2.66,0.0,20.24
2004,6,4,2.26,98.37,3.15,0.0,19.69
2004,6,5,1.88,98.05,2.53,0.0,20.67
2004,6,6,2.34,98.01,3.2,0.0,20.96
2004,6,7,2.54,98.48,3.47,0.0,19.88
2004,6,8,2.05,98.7,2.78,0.01,20.48
2004,6,9,1.59,98.78,2.13,0.06,21.3
2004,6,10,1.79,98.74,2.42,0.0,21.96
2004,6,11,1.48,98.58,2.03,0.69,23.03
2004,6,12,1.8,98.47,2.52,1.66,22.81
2004,6,13,1.5,98.6,1.98,0.1,21.39
2004,6,14,2.05,98.64,2.85,0.42,18.83
2004,6,15,2.67,98.38,3.62,6.72,18.65
2004,6,16,1.55,98.07,2.21,0.04,21.86
2004,6,17,1.77,97.94,2.57,0.0,23.7
2004,6,18,2.08,97.67,2.97,0.0,22.72
2004,6,19,2.96,97.3,4.06,3.2,19.52
2004,6,20,2.52,97.46,3.48,0.78,20.48
2004,6,21,2.3,98.01,3.16,3.31,19.4
2004,6,22,1.89,98.24,2.54,0.02,20.72
2004,6,23,1.69,98.1,2.37,0.0,23.02
2004,6,24,2.41,98.22,3.28,0.01,21.97
2004,6,25,1.69,98.35,2.23,0.01,21.62
2004,6,26,2.02,98.4,2.87,0.0,24.69
2004,6,27,1.74,98.59,2.49,0.0,26.33
2004,6,28,1.67,98.72,2.38,0.01,26.23
2004,6,29,2.16,98.63,2.93,0.53,25.06
2004,6,30,1.84,98.27,2.51,0.0,25.15
2004,7,1,2.19,98.15,2.89,0.01,23.73
2004,7,2,2.9,98.31,3.84,0.0,22.04
2004,7,3,2.66,98.47,3.57,0.0,22.48
2004,7,4,2.21,98.39,2.95,0.0,23.18
2004,7,5,1.59,98.34,2.2,0.81,23.85
2004,7,6,2.91,98.05,4.05,1.04,22.76
2004,7,7,2.34,97.61,3.35,2.58,22.9
2004,7,8,3.97,97.92,5.43,0.0,21.68
2004,7,9,2.23,98.46,2.99,0.0,20.65
2004,7,10,2.09,98.28,2.72,1.49,20.76
2004,7,11,2.17,98.08,2.88,12.32,19.76
2004,7,12,2.62,98.04,3.49,0.98,18.46
2004,7,13,2.6,98.25,3.49,0.34,19.61
2004,7,14,2.23,98.51,2.98,0.0,20.37
2004,7,15,2.59,98.4,3.54,0.0,22.16
2004,7,16,2.26,98.15,3.05,0.1,22.76
2004,7,17,1.65,98.21,2.18,0.24,22.43
2004,7,18,2.41,98.2,3.34,0.11,22.59
2004,7,19,2.27,98.07,3.02,0.1,23.04
2004,7,20,1.67,98.0,2.13,0.05,23.61
2004,7,21,2.14,98.17,2.83,0.02,23.26
2004,7,22,1.84,98.27,2.56,0.02,24.68
2004,7,23,1.24,98.41,1.77,0.04,27.57
2004,7,24,2.59,98.44,3.58,0.0,26.83
2004,7,25,1.96,98.18,2.67,0.0,25.83
2004,7,26,2.15,98.0,2.84,0.0,24.56
2004,7,27,2.47,98.01,3.33,0.0,23.33
2004,7,28,2.24,97.98,2.92,0.0,24.1
2004,7,29,1.58,98.04,2.2,0.26,23.76
2004,7,30,2.12,98.31,2.96,0.0,24.98
2004,7,31,1.83,98.37,2.61,0.0,26.51
2004,8,1,2.83,98.2,3.87,0.0,26.68
2004,8,2,2.42,97.92,3.55,0.05,26.93
2004,8,3,2.04,97.61,2.81,0.25,26.73
2004,8,4,2.18,97.54,2.92,5.14,24.63
2004,8,5,2.24,97.77,2.93,2.13,24.17
2004,8,6,2.18,98.01,2.8,0.0,24.12
2004,8,7,1.83,97.88,2.42,0.23,25.06
2004,8,8,1.88,97.44,2.47,0.02,24.73
2004,8,9,1.95,97.34,2.59,0.14,25.26
2004,8,10,2.07,97.57,2.89,0.05,25.89
2004,8,11,2.56,97.81,3.56,0.0,25.19
2004,8,12,2.98,97.74,4.17,0.04,25.32
2004,8,13,2.43,98.23,3.26,0.0,23.3
2004,8,14,2.05,98.5,2.66,0.0,24.14
2004,8,15,2.13,98.35,2.81,0.0,24.8
2004,8,16,2.12,97.83,2.85,0.01,24.64
2004,8,17,2.66,97.4,3.56,0.6,25.28
2004,8,18,3.02,97.62,4.13,0.0,25.27
2004,8,19,2.61,97.77,3.7,0.17,26.19
2004,8,20,2.75,98.02,3.83,0.05,23.69
2004,8,21,2.2,98.46,2.94,0.15,22.59
2004,8,22,2.93,98.44,3.9,0.77,23.96
2004,8,23,2.01,98.43,2.72,0.39,23.0
2004,8,24,1.99,98.26,2.68,0.4,24.94
2004,8,25,2.34,98.31,3.12,0.0,23.61
2004,8,26,2.23,98.46,2.91,0.6,22.75
2004,8,27,2.17,98.25,2.88,1.61,23.0
2004,8,28,2.03,98.17,2.7,0.87,21.56
2004,8,29,1.81,98.26,2.39,6.97,21.99
2004,8,30,1.96,98.32,2.59,7.04,22.37
2004,8,31,2.0,98.15,2.62,2.31,21.71
2004,9,1,1.48,97.99,2.07,0.62,21.6
2004,9,2,2.94,98.07,4.06,3.37,21.6
2004,9,3,3.91,98.5,5.3,9.85,21.69
2004,9,4,2.53,98.76,3.54,0.11,23.52
2004,9,5,2.72,98.51,3.82,0.29,24.91
2004,9,6,5.22,98.38,7.1,21.58,22.07
2004,9,7,4.85,98.58,6.55,8.14,21.43
2004,9,8,2.98,98.82,4.02,0.04,22.12
2004,9,9,1.61,98.77,2.19,0.07,22.3
2004,9,10,1.81,98.62,2.41,0.57,23.1
2004,9,11,1.61,98.53,2.23,5.44,22.74
2004,9,12,2.35,98.49,3.23,5.88,21.73
2004,9,13,1.59,98.14,2.16,0.76,21.81
2004,9,14,1.64,97.8,2.23,8.54,22.09
2004,9,15,2.02,98.33,2.72,0.99,19.55
2004,9,16,2.17,98.56,2.91,0.1,18.87
2004,9,17,1.88,98.63,2.58,0.01,18.87
2004,9,18,2.12,98.45,2.91,0.0,19.57
2004,9,19,1.84,98.36,2.56,0.09,20.81
2004,9,20,1.88,98.51,2.48,0.28,21.11
2004,9,21,1.77,98.65,2.37,0.0,20.85
2004,9,22,1.85,98.61,2.59,0.0,21.45
2004,9,23,1.29,98.28,1.94,0.0,21.1
2004,9,24,1.59,97.81,2.16,0.28,20.76
2004,9,25,1.91,98.29,2.6,0.0,17.43
2004,9,26,1.52,98.56,2.05,0.0,18.55
2004,9,27,2.08,98.66,2.91,0.0,18.78
2004,9,28,2.24,98.51,3.07,0.0,19.82
2004,9,29,2.0,98.33,2.66,0.05,20.09
2004,9,30,1.58,98.49,2.13,0.0,20.29
2004,10,1,1.84,98.64,2.55,0.0,20.22
2004,10,2,1.59,98.72,2.23,0.0,20.55
2004,10,3,1.59,98.7,2.23,0.0,20.74
2004,10,4,1.63,98.48,2.39,0.0,21.49
2004,10,5,1.8,98.25,2.72,0.01,20.9
2004,10,6,1.45,98.15,2.18,0.03,21.0
2004,10,7,1.58,98.11,2.3,0.22,20.1
2004,10,8,1.54,97.86,2.11,0.01,20.09
2004,10,9,2.57,97.67,3.68,0.01,20.57
2004,10,10,4.47,97.67,6.14,0.08,17.37
2004,10,11,2.55,97.83,3.48,0.06,17.76
2004,10,12,1.41,98.14,1.95,2.95,16.24
2004,10,13,1.77,98.12,2.48,0.36,15.42
2004,10,14,2.73,97.57,3.8,0.25,15.78
2004,10,15,4.55,97.42,6.21,0.1,14.58
2004,10,16,4.67,97.24,6.37,0.47,13.43
2004,10,17,2.27,97.76,3.21,0.02,14.3
2004,10,18,1.65,97.73,2.27,1.43,16.29
2004,10,19,3.23,97.41,4.55,0.1,19.57
2004,10,20,3.73,97.55,5.31,0.27,20.31
2004,10,21,2.12,98.06,3.08,0.32,19.13
2004,10,22,2.12,98.33,3.15,0.04,18.58
2004,10,23,1.86,98.35,2.7,0.0,19.3
2004,10,24,1.62,98.1,2.45,0.0,19.58
2004,10,25,2.35,97.79,3.44,5.71,18.51
2004,10,26,1.86,97.6,2.44,1.41,14.54
2004,10,27,2.27,97.05,3.11,2.69,13.43
2004,10,28,3.1,96.55,4.38,2.82,15.38
2004,10,29,3.1,96.69,4.43,0.62,13.19
2004,10,30,1.46,96.99,2.16,0.6,13.82
2004,10,31,1.61,97.21,2.33,5.83,13.44
2004,11,1,1.08,97.65,1.61,5.8,11.87
2004,11,2,1.53,97.82,2.37,0.01,12.09
2004,11,3,1.08,98.02,1.6,0.0,13.73
2004,11,4,1.17,98.31,1.81,0.01,13.65
2004,11,5,1.71,98.59,2.7,0.7,13.97
2004,11,6,1.12,98.37,1.72,0.0,15.13
2004,11,7,1.31,98.07,1.84,0.01,13.51
2004,11,8,1.98,97.88,2.83,0.02,11.08
2004,11,9,1.39,97.31,2.07,0.47,11.68
2004,11,10,1.84,97.16,2.8,1.81,9.03
2004,11,11,1.38,97.52,2.02,0.49,9.31
2004,11,12,3.6,97.95,5.12,0.2,9.9
2004,11,13,5.06,97.67,7.06,0.0,10.41
2004,11,14,4.27,98.09,6.06,0.13,7.1
2004,11,15,1.77,98.54,2.73,0.03,5.38
2004,11,16,1.48,98.98,2.1,0.0,8.49
2004,11,17,1.38,99.24,1.97,0.0,9.01
2004,11,18,2.3,98.83,3.35,0.0,8.9
2004,11,19,1.86,98.53,2.8,0.07,10.36
2004,11,20,1.98,98.9,3.0,0.0,10.73
2004,11,21,1.51,98.99,2.25,0.0,12.87
2004,11,22,1.81,99.04,2.66,0.0,11.92
2004,11,23,1.12,98.93,1.59,0.0,11.27
2004,11,24,1.11,98.91,1.59,0.0,10.83
2004,11,25,1.16,99.04,1.64,0.0,11.08
2004,11,26,1.9,99.13,2.75,0.0,9.75
2004,11,27,1.39,98.88,1.98,0.0,10.01
2004,11,28,2.0,98.39,2.84,0.06,9.06
2004,11,29,1.74,97.76,2.48,1.95,7.87
2004,11,30,1.62,97.5,2.3,0.0,6.88
2004,12,1,3.49,96.79,4.81,7.62,9.98
2004,12,2,2.84,97.39,4.07,0.45,8.74
2004,12,3,2.57,98.13,3.84,1.43,8.59
2004,12,4,3.41,98.35,4.87,5.5,10.0
2004,12,5,1.7,98.61,2.42,1.09,10.28
2004,12,6,1.02,98.65,1.41,0.31,9.51
2004,12,7,4.73,98.29,6.66,3.29,9.82
2004,12,8,3.46,98.26,4.86,9.67,10.29
2004,12,9,4.11,98.08,5.81,4.77,10.58
2004,12,10,2.26,98.41,3.37,0.0,12.09
2004,12,11,2.7,98.6,3.91,0.03,10.12
2004,12,12,2.91,98.73,4.32,0.23,9.0
2004,12,13,1.67,99.04,2.53,0.01,9.09
2004,12,14,1.77,99.05,2.69,0.05,8.92
2004,12,15,1.45,98.72,2.25,0.11,9.6
2004,12,16,2.2,98.23,3.36,0.03,8.38
2004,12,17,4.16,98.0,5.94,0.14,8.35
2004,12,18,2.53,98.25,3.9,0.07,8.5
2004,12,19,4.32,97.57,6.18,0.05,8.87
2004,12,20,2.46,97.61,3.52,0.28,8.5
2004,12,21,1.89,98.51,2.82,1.37,6.08
2004,12,22,1.89,98.88,2.82,0.0,5.44
2004,12,23,1.64,98.81,2.37,0.02,7.48
2004,12,24,1.59,98.24,2.38,0.0,8.24
2004,12,25,1.75,96.77,2.49,4.16,5.87
2004,12,26,3.16,96.28,4.59,0.98,3.34
2004,12,27,2.8,97.57,4.16,0.02,3.14
2004,12,28,3.22,98.15,4.78,1.1,2.11
2004,12,29,3.73,98.7,5.58,0.67,4.59
2004,12,30,1.84,99.37,2.84,0.02,5.44
2004,12,31,1.62,99.24,2.34,0.02,7.2
2005,1,1,1.48,99.25,2.24,0.0,7.87
2005,1,2,1.43,99.41,2.07,0.14,10.1
2005,1,3,1.15,99.85,1.51,0.02,8.44
2005,1,4,2.46,99.83,3.58,0.04,6.97
2005,1,5,2.2,99.76,3.23,0.02,6.37
2005,1,6,1.23,99.96,1.84,0.02,8.23
2005,1,7,1.12,99.88,1.57,0.01,8.63
2005,1,8,2.2,99.57,3.2,0.02,6.95
2005,1,9,1.66,99.53,2.41,0.0,6.91
2005,1,10,2.14,99.5,3.19,0.04,6.11
2005,1,11,2.06,99.41,3.09,0.0,4.74
2005,1,12,2.22,99.22,3.28,0.0,4.18
2005,1,13,1.67,99.23,2.41,0.0,7.73
2005,1,14,1.41,99.04,2.06,0.01,7.74
2005,1,15,1.41,98.93,2.04,0.0,7.83
2005,1,16,0.87,99.08,1.33,0.01,8.51
2005,1,17,1.45,98.9,2.14,0.02,7.08
2005,1,18,4.53,98.12,6.52,0.75,6.48
2005,1,19,3.45,98.19,4.99,1.43,7.55
2005,1,20,2.42,98.73,3.85,0.43,9.89
2005,1,21,2.23,98.44,3.3,0.01,9.69
2005,1,22,1.4,98.35,2.12,0.03,8.98
2005,1,23,2.3,98.04,3.36,0.08,7.94
2005,1,24,2.52,97.8,3.62,0.06,5.02
2005,1,25,6.0,97.69,8.27,0.16,1.39
2005,1,26,4.88,97.34,6.73,0.14,-0.21
2005,1,27,2.28,97.54,3.23,0.0,-0.42
2005,1,28,2.37,97.57,3.57,0.07,1.58
2005,1,29,2.49,97.64,3.77,0.52,2.87
2005,1,30,1.52,98.64,2.16,0.0,2.9
2005,1,31,1.66,99.08,2.4,0.01,4.24
2005,2,1,2.29,98.77,3.49,0.02,5.83
2005,2,2,2.14,99.17,3.09,0.01,6.53
2005,2,3,1.42,99.07,2.1,0.0,5.86
2005,2,4,1.67,99.06,2.34,0.0,6.99
2005,2,5,1.3,98.66,1.86,0.66,6.51
2005,2,6,2.34,98.26,3.36,6.23,7.08
2005,2,7,3.61,98.41,5.0,7.37,7.68
2005,2,8,3.55,98.77,4.99,8.93,7.92
2005,2,9,2.31,99.41,3.15,2.18,8.39
2005,2,10,1.59,99.87,2.35,0.0,8.22
2005,2,11,1.98,99.68,2.95,0.02,9.17
2005,2,12,2.11,98.88,3.18,0.1,11.53
2005,2,13,5.12,97.7,7.14,0.27,9.88
2005,2,14,6.69,97.61,9.23,2.05,5.87
2005,2,15,3.87,97.18,5.48,1.11,3.87
2005,2,16,3.12,97.59,4.52,0.68,2.4
2005,2,17,1.68,98.13,2.41,0.0,2.72
2005,2,18,1.63,98.26,2.44,0.0,2.96
2005,2,19,2.85,97.91,4.06,0.2,4.88
2005,2,20,2.15,97.41,3.17,1.89,4.73
2005,2,21,2.3,97.02,3.46,0.92,2.43
2005,2,22,2.04,96.8,2.84,0.81,1.4
2005,2,23,1.87,97.33,2.62,0.01,2.98
2005,2,24,1.29,97.5,1.96,0.24,3.22
2005,2,25,1.27,97.45,1.83,0.1,3.39
2005,2,26,2.58,97.36,3.73,0.02,3.83
2005,2,27,1.71,97.22,2.4,0.34,5.35
2005,2,28,2.13,97.21,2.98,0.64,0.72
2005,3,1,3.98,97.32,5.38,1.15,2.39
2005,3,2,2.47,97.25,3.48,0.51,4.14
2005,3,3,3.44,97.09,4.8,0.1,4.94
2005,3,4,2.21,97.5,3.1,0.12,3.97
2005,3,5,3.84,97.39,5.45,0.12,4.76
2005,3,6,2.41,97.8,3.46,0.23,4.94
2005,3,7,3.27,98.52,4.7,0.04,2.63
2005,3,8,1.97,98.99,2.77,0.0,4.8
2005,3,9,1.33,99.02,1.83,0.0,7.3
2005,3,10,2.24,98.79,3.05,0.0,7.46
2005,3,11,1.98,98.42,2.62,3.74,5.83
2005,3,12,2.7,97.79,3.75,0.0,6.69
2005,3,13,1.84,97.65,2.62,0.0,8.31
2005,3,14,1.75,98.09,2.41,0.0,10.22
2005,3,15,1.35,98.82,1.88,0.0,11.3
2005,3,16,1.28,99.33,1.72,0.0,11.41
